web-scraper-order,web-scraper-start-url,vol,vol-href,title,title-href,abs
"1641093244-269","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 8, No 4: December 2019","http://ijere.iaescore.com/index.php/IJERE/issue/view/554","The Rasch-rating scale model to identify learning difficulties of physics students based on self-regulation skills","http://ijere.iaescore.com/index.php/IJERE/article/view/20292","This study applies the unidimensional Rasch Model assumptions in identifying physics learning difficulties based on students' self-regulation abilities. A total of 126 physics teacher candidates have been observed for one semester. Self-project as a learning strategy has been used. Data were collected using 20 items in rating scales and then analyzed quantitatively to get feasibility in measuring self-regulation skills. The results have shown that the profile items analyzed by the Rasch Model are feasible to measure self-regulation skills through a self-sustaining project strategy. Most physics teacher candidates have a medium ability of 51% in the process of self-regulation, high = 33%, and low = 16%. The implications of applying self-projects to the processes of self-regulation are discussed in this article."
"1641093311-292","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 1: March 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/550","Students’ views on database management systems course designed according to problem-based learning","http://ijere.iaescore.com/index.php/IJERE/article/view/20501","The aim of this study was to design a learning environment supported by a problem-based learning method and to obtain students' views on this process. In this context, the Database Management Systems course was taught according to the problem-based learning method. The participants of the study consisted of 25 students from the 2nd-grade students studying in the Department of Computer Education and Instructional Technology in the spring semester of 2015 at Uludag University Faculty of Education. The research design of this study was the case study, which is one of the qualitative research designs. Data were obtained from the students via a semi-structured interview form. Descriptive analysis was applied to the data obtained from the interview. According to the results obtained from the analysis of the data, the students were generally satisfied with the problem-based learning practices. In addition, the students emphasized that it is important to have a sufficient level of necessary knowledge of the implementation of problem-based learning to design the classroom environment."
"1641093976-538","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 3: September 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/561","Factor of Zoom cloud meetings: Technology adoption in the pandemic of COVID-19","http://ijere.iaescore.com/index.php/IJERE/article/view/21726","The purpose of this study was to prove the factors that influence the use of online learning platforms used in the COVID-19 pandemic. This study used quantitative methods to analyze the validity and reliability of items and to test hypotheses. This study employed the theory of UTAUT2 models with several other variables. The total participants in this questionnaire were 175 people: lecturers, teachers, and students at the university and were randomly drawn. Consists of ten independent variables and one dependent variable. The findings of this study on ten hypotheses were only two accepted and eight rejected but. the authenticity of this study was never investigated about the purpose of using the Zoom platform during the COVID-19 pandemic in the context of education in Indonesia."
"1641093989-543","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 3: September 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/561","Pre-service biology teacher’s perception on local environment problems as contextual learning resources","http://ijere.iaescore.com/index.php/IJERE/article/view/21091","A survey and exploratory study were conducted to analyze Lake Tempe as a resource for contextual learning (CTL). The first phase of the study included exploring the lake’s potential through interviews with the people who live in the lake’s coastal region. Quadrat transects were done to identify aquatic plants around the lake. A feasibility analysis was conducted to see the lake’s potential as a learning resource. Field data were collected and compared to the environmental biology (EB) curriculum, responses, and learning outcome. The data were analyzed descriptively and tested using a paired-sample t-test. The results showed differences in the three stations’ physicochemical parameters and decreased quality of the water. It was found that anthropogenic activity had a significant contribution to the lake’s pollution. Nine species of six aquatic plant families were found in the lake. The survey revealed that the lake was feasible as a learning resource with criteria easy to access, safety, time efficiency, costs, and the material's suitability for EB courses. The t-test showed a difference in the students’ scores between before and after exploration practices. These findings suggest that Lake Tempe can serve as a resource for CTL in EB courses."
"1641093404-324","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 2: June 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/555","Dimensionality assessment of binary response test items: A non-parametric approach of bayesian item response theory measurement","http://ijere.iaescore.com/index.php/IJERE/article/view/20454","This study investigated dimensionality of Binary Response Items through a non-parametric technique of Item Response Theory measurement framework. The study used causal comparative research type of non-experimental design. The sample consisted of 5,076 public senior secondary school examinees (SSS3) between the age of 14-16 years from 45 schools, which were drawn randomly from three senatorial districts of Osun State, Nigeria. Instrument used for this study was 2018 Osun State unified multiple-choice mathematics achievement test items with empirical reliability coefficient of 0.82. Data obtained were analysed using Non-linear factor analysis, Stout’s Test of Essential Unidimensionality (STEU), Factor Analysis (FA), Full Information Factor Analysis (FIFA) and Bootstrap Modified Parallel Analysis Test (BMPAT). Results showed that both the BMPAT and STEU ascertained violation of unidimensionality assumption of the test items (the observed difference in the second eigenvalue of the observed data and that of second eigenvalue of the simulated data was statistically significant, p = 0.0099; Stout’s test rejected the assumption of essential unidimensionality, T = 10.6260, p<0.05). Non-linear factor analysis and full information factor analysis revealed that four dimensions embedded in the test items and loadings of the items showed within-item multidimensionality respectively. The authors’ concluded that modeling examinees’ performance with unidimensional model when it was actually multidimensional in nature would affect performance of examinees adversely and could lead to blur judgment. Consequently, it is recommended that unidimensional scoring method of Osun State unified mathematics achievement test implicit in Classical Test Theory should be jettisoned and an appropriate scoring model (multidimensional) should be embraced."
"1641093707-438","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 1: March 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/558","Effectiveness of anchoring vignettes in re-evaluating self-rated social and emotional skills in mathematics","http://ijere.iaescore.com/index.php/IJERE/article/view/20716","In current assessment practice, self-ratings and questionnaires are a dominant tool used to measure the skills called social and emotional skills or non-cognitive skills, although the tools are affected by various biases. In this regard, the anchoring vignette approach was introduced against the biases, correcting individuals’ self-rated responses based on their rating of hypothetical individuals in the scenario. Drawing from students’ self-rated social and emotional skills in mathematics, this paper presented the study which examined the effect of anchoring vignette approach on reliability and correlation by comparing self-rated and vignette-corrected scales. Research participants were Mongolian students in ninth grade (N=308). The participants were administered in two scales: self-ratings for math perseverance and cooperative learning in math, followed by a vignette set. The vignette-corrected scale showed higher reliability than the self-rating scale for both math perseverance and cooperative learning in math. Besides, the vignette-corrected scales for gender and region showed a stronger and more significant correlation than the self-rating scales, suggesting that there might be gender- and region-related differences in the way the students act in math class. In summary, these findings suggest that the anchoring vignette approach has the potential to measure social and emotional or non-cognitive aspects of mathematics in a more reliable way. Future studies could further investigate the reliability and validity of the anchoring vignette approach by including more cultural groups and designing the vignettes while considering various math contents and vignette gender."
"1641093055-201","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 8, No 1: March 2019","http://ijere.iaescore.com/index.php/IJERE/issue/view/517","What are the dimensions of thinking skills in Turkish literature: a content analysis study?","http://ijere.iaescore.com/index.php/IJERE/article/view/17215","New world needs thinking generation. However, growing thinking generation is very difficult because there are many discrepancies in defining of thinking and thinking skills. Without defining thinking and its dimensions, it is nearly impossible to grow such generation. For having thinking generation, thinking and its dimensions should be described. In the past 20 years, there have been many different definitions with regard to thinking and thinking skills. But, three different approaches for defining thinking skills and needed basic cognitive operations were commonly accepted. Aim of this study whether these three approaches for defining thinking skills were accepted in Turkish literature or not. For this aim, 14 studies, selected from Turkish database, related to thinking skills were analyzed. According the content analysis results, Turkish literature follows these three movements for defining thinking skills except for belonging to specific areas."
"1641093697-434","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 1: March 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/558","A child-friendly school: How the school implements the model","http://ijere.iaescore.com/index.php/IJERE/article/view/20765","The study was to examine the implementation of child-friendly school (CFS) in a public elementary school. This study employed a single case study method, as Public Elementary School ofRagunan 01 is the unit of research analysis. The school has been declared as a child-friendly school since 2015. The quantitative data generated, however, were only used to see the percentage of the characteristics of CFS model. Thus, the data were gathered through observation, questionnaires and interviews to obtain more comprehensive empirical data. The questionnaire was distributed to all teachers and 15 class coordinators of students’ parents to obtain data about the implementation of CFS. Interviews were conducted with several important multi-stakeholders identified. The results showed that thirteen characteristics of the CFS had been implemented well with a percentage value above 95%. It indicates that this school has been able to realize the CFS model following its principles. Besides, the school has met the requirement of the six essential components of CFS adapted according to Indonesian educational contexts. It indicates that the implementation of CFS is in accordance with the concept of UNICEF but with some differences."
"1641093663-422","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 4: December 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/557","Mathematical self-concept among prospective teachers","http://ijere.iaescore.com/index.php/IJERE/article/view/20464","Mathematical self-concept (MS-C) is an important construct that prospective mathematics teachers must have in mathematics learning. The aim of the research was to analyze the increase of MS-C of prospective mathematics teachers. The research was quasi-experimental with the design of one group pretest-posttest. The results showed that for prospective teachers, MS-C increased in the medium category while the MS-C indicators achieved in the medium and low categories. The increase of MS-C is due to the effectiveness of collaborative mind mapping (CMM) learning strategy and the process of strengthening MS-C capacity of prospective teachers. The CMM facilitates prospective teachers to construct creative ideas through structured collective ideas that support the increase of MS-C among prospective teacher."
"1641093472-350","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 3: September 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/556","Training of trainers: An action-based research for improving the pedagogical skills of academicians","http://ijere.iaescore.com/index.php/IJERE/article/view/20327","Based on the philosophy of lifelong education, private/public institutions and organizations invest in continuous training of human resources. Universities also organize in-service trainings regarding the general principles of teaching and learning in the context lifelong learning activities for the development of the pedagogical skills of the academicians who have difficulty in using teaching skills and principles in the courses in their universities. Therefore, a Project entitled as Training of Trainers based on action research based on qualitative research design was carried out for aiming at providing pedagogical education for the academicians who work in different departments of Ondokuz Mayis University who are experts in different disciplines but who do not have pedagogical background in order to gain experience in basic skills and principles in education area so as to improve the quality of education in this way. During the project, which lasted for a total of 2 years, 246 academicians were trained in 24 different subjects, the opinions of the participants were taken and the distribution of these views was reflected in the tables in text. Finally, the asymptotic Significance (2-sided) for Pearson Chi-Square indicates of the yes/no answer indicates that there is a dramatic change regarding the effectiveness of the program. It is seen that it meets the needs of academicians. Therefore, the program based on action research design shows that such in-service pedagogical programs could be useful for higher education in this respect."
"1641092649-60","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 4, No 4: December 2015","http://ijere.iaescore.com/index.php/IJERE/issue/view/230","Model of Independency Mother in Caring for Preterm Infant based on Experiential Learning Care (ELC)","http://ijere.iaescore.com/index.php/IJERE/article/view/4512","The role of parents have done less during the preterm infant care in hospitals caused dependence in caring for the baby. The Obyective of the study was to development a model of independence of the mother in the care of preterm infants with experiential learning approach based theory of goal attainment. Research’s design used analytic correlational in stage 1 and stage 2 used quasy experimental. The population used all mothers with preterm infants treated in perinatal dr. Wahidin Sudiro Husodo Mojokerto and Prof. Dr Soekandar Mojokerto Hospital  with sample size was 28 samples respectively in the treatment group and the control group.Variables used knowledge, decision, action, interaction, experiential learning, and mother independence.The instrumen used questionnaire and checklist. The sample was selected by consecutive sampling method. The study was conducted in August to Desember 2014. In the treatment group was given ELC module and the control group was given treatment by leaflets.Technical data analysts used Partial Linear Square (PLS) and independent t-test. Knowledge maternal of preterm infants was influenced  on the increase interaction with λ = 0,167. Decision mother in caring for preterm infants have a significant effect on the improvement of maternal interaction with the nurse with a value λ = 0,664. Measures mother caring for preterm infants have a significant effect on the improvement of maternal interaction with the nurse with a value λ = 0,172. Interaction significant effect on the increase of Experiential Learning mother in caring for preterm infants with a value λ = 0,790. Experiential Learning significant effect on the increase of the independence of mothers caring for preterm infants with a valuei λ = 0,560. Maternal interaction with nurses significant effect on the improvement of maternal autonomy treating preterm infants with a value  λ = 0,204. T-test showed a significant difference between treatment groups increase independence and control groups. New finding of study is interaction with the approach of Experiential Learning Care (ELC) through methods role play a stronger in improving the independence than  interaction direct to independence. Independence of the mother in caring of preterm infants used nursing interventions in the form of Experiential Learning Care (ELC) more meaningful improvement when compared to the conventional models of intervention. The presence of mothers in the intervention process would trigger a thought process and raises awareness. Awareness will be reflected in the thought process and used as a foothold in the act and acquire new skills to be able to solve the problem. Experiential Learning Care (ELC) can increase the independence of the mother in  caring of preterm infants."
"1641094290-652","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 2: June 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/564","Learning quality in a scientific open access faculty: main influential factors from first-year student perspective","http://ijere.iaescore.com/index.php/IJERE/article/view/21937","Currently, the quality of student learning i.e. in-depth learning is essential in any planned reform. The massification phenomenon is one of the challenges facing this quality. This study aims to explore the student characteristics affecting the deep learning in an open access faculty, namely, the Dhar El Mahraz Faculty of Science (Fes, Morocco). Semi-structured interviews were conducted on a sub-sample of 15 freshmen with a dominance of a surface learning approach and all enrolled in Earth and Universe Sciences and Life Sciences (EUS/LIS) program. The main factors encouraging surface learning found were the learning habits and strategies, language competencies, motivational aspects and gender. The findings could serve as an input for the design and implementation of actions to enhance deep learning."
"1641093687-430","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 1: March 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/558","The determinant factors of school organizational change in Madura, East Java, Indonesia","http://ijere.iaescore.com/index.php/IJERE/article/view/20532","Organizational change is a phenomenon that must be faced and carried out by every individual in the organization to achieve organizational goals. Embodiments of organizational change often occur not because it suits the needs of the organization but because of personal interests and power. This study aimed to determine the main factors that can create change, namely the relationship of leadership and political pressure of school principals that influence organizational change in the Public Secondary School in Madura, East Java, Indonesia. This research used a quantitative approach to survey methods. Based on the achievement of its objectives, this study included causal explanation research, the analysis of this study using Structural Equation Modeling (SEM) and a sample of about 650 people collected from 1000 respondents taken from 130 schools through probability sampling techniques using AMOS software. The results showed that the leadership and political pressure of regional heads were the main factors of organizational change at SMPN (Public Secondary School) in Madura, East Java. Organizational Change depends very much on the role of the political pressure of the regional head through education policy, as well as the role of the principal's leadership in running the wheels of the organization so that the school's goals can be achieved. This study also showed that the principal's leadership as an intermediary variable from political pressure shows no influence because the political pressure of the regional head is directly related to organizational change."
"1641093948-527","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 3: September 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/561","Impact of lesson study on mathematics anxiety and mathematics achievement of Malaysian foundation programme students","http://ijere.iaescore.com/index.php/IJERE/article/view/20502","Based on many researches, there is negative relationship between mathematics anxiety and achievement. However, there is no study about mathematics anxiety and achievement in Malaysian foundation centers. This research studied the impact of Lesson Study (LS) on mathematics anxiety and achievement of students in a Malaysian university. A total of eight lecturers were involved in planning the LS which was experimented on 44 students as experimental group, while 42 others were in the control group. In the experimental group, students solved problems individually and in teams in a student-centered approach. For the control group, students were taught using the conventional method. Mathematics anxiety was measured using the Mathematics Anxiety Scale-Revised (MAS-R). A mathematics test was used to measure the students’ ability in problem solving. The data was analyzed using t-test, ANOVA and MANOVA. The results showed that there is a significant difference between the means of the experimental and control groups in mathematics anxiety and achievement scores. However, there is no statistically significant interaction between the effects of educational method and gender on both mathematics anxiety and achievement. LS was found to be a suitable method to increasing the student’s ability in problem solving and reducing their anxiety."
"1641092932-160","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 7, No 2: June 2018","http://ijere.iaescore.com/index.php/IJERE/issue/view/466","Item Response Theory: An Introduction to Latent Trait Models to Test and Item Development","http://ijere.iaescore.com/index.php/IJERE/article/view/12900","Testing in educational system perform a number of functions, the results from a test can be used to make a number of decisions in education. It is therefore well accepted in the education literature that, testing is an important element of education. To effectively utilize the tests in educational policies and quality assurance its validity and reliability estimates are necessary. There are two generally acceptable frameworks used in evaluating the quality of test in educational and psychological measurements, these are; Classical Test Theory (CTT) and Item Response Theory (IRT). The estimates of test items validity and reliability depend on a particular measurement model used. It is vital for a test developer to be familiar with the different test development and item analysis methods in order to facilitate the development of a new test. The CTT is a traditional approach which was widely criticise in the measurement community for its shortcomings such as sample dependency of coefficient measures and estimates of measurement error. However, the IRT is a modern approach which provides solutions to most of the CTT’s identified shortcomings. This paper therefore, provides a comprehensive overview of the IRT and its procedures as applied to test item development and analysis. The paper concludes with some suggestions for test developers and test specialists at all levels to adopt IRT for its identified crucial theoretical and empirical gains over CTT. IRT based parameter estimates should be superior and reliable than CTT based parameter estimates. With these features, IRT can help resolve the problems associated with test design based on CTT."
"1641093378-314","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 2: June 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/555","IDAE framework: A guide for establishing industry-driven academic programs","http://ijere.iaescore.com/index.php/IJERE/article/view/20341","An empirical study using descriptive-quantitative methods was conducted to investigate this hypothesis and examine the appropriateness of the framework components on the potential offering of an academic program at Camarines Sur Polytechnic Colleges (CSPC). The Identify, Determine, Assess and Establish (IDAE) model provided strategies and results essential for institutional decision-making. The model also proposes that if at least one of the components- I-D-A were not satisfied, the last component- E should not be pursued. Simply put, the academic program should not be instituted. However, further research is encouraged to support these arguments."
"1641094364-680","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 2: June 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/564","The Maturity Levels of The Digital Technology Competence (DTC) in Vocational Education in Yogyakarta-Indonesia","http://ijere.iaescore.com/index.php/IJERE/article/view/22258","This study aims to (a) analyze the maturity level of teachers and vocational students; and (b) measuring differences in the maturity level of teachers and vocational students in mastering the DTC (DTC) in vocational education. Quantitative research uses a design developed by Hoy and Adams. A total of 233 respondents came from public and private schools in vocational schools in Yogyakarta-Indonesia. Data was collected using a Likert scale questionnaire (1-4). The collected data were analyzed using descriptive statistics and inferential statistics using one-way ANOVA with SPSS. The results on the maturity level of vocational teachers obtained a score of 13.16-23.68 in the ""Low"" category and for vocational students obtained a score of 12.98-22.12 in the ""Low"" category, and there was no significant difference. Teachers and students in Vocational Schools must have awareness in improving digital technology capabilities at the criticism technology level."
"1641093894-508","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 10, No 3: September 2021","http://ijere.iaescore.com/index.php/IJERE/issue/view/561","EFL university teachers’ perspectives in written corrective feedback and their actual applications","http://ijere.iaescore.com/index.php/IJERE/article/view/21641","This study aimed to investigate the English as a foreign language (EFL) university teachers’ perspective and their actual applications in providing written corrective feedback to the writing errors made by the EFL university students and their correlation. The study was based on 80 responses of a Google-Form survey distributed to EFL university teachers with various teaching experiences from the most parts of Indonesia. Correlational design was used in this research. Descriptive statistics and Pearson’s correlation tests were used to analyze data. The results indicated that the majority of teachers had perspectives that it is valuable to provide and vary the strategies of written corrective feedback. In addition, the teachers mostly applied both direct and indirect feedback in various strategies and they only sometimes provided corrections in all aspects of errors and reformulation. It was also found out that the Indonesian EFL university teachers’ perspectives in the written corrective on students’ writing errors highly correlated with their actual applications. The results of the study provide both theoretical and pedagogical implications. Theoretically, it enriches the body knowledge of feedback and EFL writing. Pedagogically, EFL teachers are also suggested to improve their knowledge on various feedback techniques and apply it in their classroom teaching and learning process."
"1641094351-675","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 2: June 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/564","Students’ Learning Experiences in the Communication Program from Select University in the Philippines","http://ijere.iaescore.com/index.php/IJERE/article/view/22269","This study analyzed the students’ learning experiences in the Communication program from a university in the Philippines. A   descriptive method was used in analyzing the data gathered from the researcher-made questionnaires and exit interviews of the perceived fourth year student-respondents. Using categories of students’ learning experiences, findings revealed that experiential learning and social climate contribute mostly to their best and worst experiences in the university. Furthermore, aside from problem solving and application of theories into practice, quality of lectures, and discussion, three themes surfaced particularly related to the self, faculty, and university. As learners are encouraged to actively participate in the teaching-learning process and continue to make sense of their identity in a learning environment, the higher education institutions also have equal responsibilities of providing conditions that are conducive to achieving target learning outcomes. Such conditions comprise the schools’ facilities and information technology infrastructure, and carefully designed instructional packages including quality instructional materials and competent teachers. This study provides recommendations in redesigning the Communication program based on the students' learning experiences."
"1641092750-95","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 5, No 3: September 2016","http://ijere.iaescore.com/index.php/IJERE/issue/view/233","Improving Process Writing with the Use Authentic Assessment","http://ijere.iaescore.com/index.php/IJERE/article/view/4539","The paper discusses on how process writing is improved with the use of authentic assessment in an English Language classroom. Eleven primary school children from Year 4 in a rural school in Sabah are the participants of the study. Data were collected by observing them during the English Language lessons and at the end of the series of observations, an interview session was conducted. The results of the study revealed thatusing authentic assessment to assess young learners’ writing skills is beneficial and effective in helping them to write better in the English Language classroom. The presentation will therefore provide suggestions for the use of more authentic assessment in the classroom, particularly in English Language teaching and learning."
"1641094140-599","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 1: March 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/563","Developing and Validating the Multidimensional Industry Commitment Scales: The perspective of vocational high school students","http://ijere.iaescore.com/index.php/IJERE/article/view/21840","Industry commitment plays a vital role in vocational education programs, especially in Vocational High Schools. The involvement of the industry is the key to the success of implementing vocational education. However, how to measure industry commitment in vocational learning is still not discussed. This study aims to develop and test the validity of an industry commitment questionnaire. The respondents involved were 392 culinary students at seven State Vocational Schools in Yogyakarta Special Region Province, Indonesia. Besides, the industrial commitment questionnaire validation test gradually uses three techniques, namely, content validity test, pilot test, and Confirmatory Factor Analysis (CFA). This study reveals that industrial commitment can be measured by 12 items of industry commitment questionnaire consisting of four career opportunity items, two performance assessment items, four involvement/participation items, and two empowerment items. Studies that discuss measuring industry commitment to vocational education programs have never been discussed. This study fills a gap in the assessment of industry commitment to engagement in vocational education programs. This study has implications for vocational education practitioners to evaluate the extent of industry commitment to vocational education programs."
"1641094121-592","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 1: March 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/563","THE EFFECT OF PRACTICUM LEARNING BASED AUDIOVISUAL ON STUDENTS’ LEARNING OUTCOMES IN INDONESIAN VOCATIONAL SECONDARY SCHOOL","http://ijere.iaescore.com/index.php/IJERE/article/view/21762","This research aims to examine the effectiveness of practicum learning based audiovisual in improving students’ learning outcomes in vocational secondary schools. At the practical level, teachers play an important role in facilitating students by designing an appropriate method, media, and material of learning which represent the actual condition of workplaces. Thus, students can gain their learning skills and experiences.  Quasi-experimental research was conducted in vocational secondary schools in Surakarta city, Indonesia. The research participants were 230 students categorized into the control group and the experimental group. The results of the research show the effectiveness of practicum learning based audiovisual in improving students’ learning outcomes effectively. The effectiveness can be proved by the average pretest score and post-test score between the control group and the experimental group. Considering its effectiveness, practicum learning based audiovisual can be used as an advanced model of learning in vocational secondary school especially in preparing students before joining the industrial circle. This research has shown the effectiveness of practicum learning based audiovisual in improving students’ learning outcomes in vocational secondary schools. It can be proved by the result of an independent t-test that shows significant differences in students’ learning outcomes in the control group and experimental group. Based on the results of research, the model of practicum based audiovisual learning can become an advanced model of practicum learning in vocational secondary schools, especially in non-engineering and technic majors."
"1641093462-346","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 9, No 3: September 2020","http://ijere.iaescore.com/index.php/IJERE/issue/view/556","The responsiveness of Bachelor of Elementary Education curriculum: An illuminative evaluation","http://ijere.iaescore.com/index.php/IJERE/article/view/20649","As higher education institutions are pressured to evaluate the responsiveness of their curriculum programs, there is a challenge of first order to define responsiveness. This challenge, however, is compounded by the paucity of a tested evaluation model that addresses it. Thus, this paper aimed to evaluate the responsiveness of the Bachelor of Elementary Education curriculum by attempting the applicability of the model called “illuminative evaluation.” Following the stages and components within the social anthropological framework of the model, multiple methods such as interviews, document reviews, and surveys were employed. The main data analysis technique used was the thematic analysis. The results revealed that illuminative evaluation contextually defined the concept of responsiveness and it effectively uncovered concealed aspects that indicate discrepancies within the curriculum. Thus, given these research outcomes, this work contributes new knowledge to the tradition of evaluation theory and provides practical evidence for the improvement of the curriculum under evaluation. The recommendations are offered at the end of the study."
"1641092667-66","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 5, No 1: March 2016","http://ijere.iaescore.com/index.php/IJERE/issue/view/231","English Teachers Classroom Assessment Practices","http://ijere.iaescore.com/index.php/IJERE/article/view/4526","The new language assessment policies in the Philippines and in Indonesia have impact on English teachers’ assessment practices. Classroom assessment; as mandated in the current curriculum of both countries swifts from sources of information to the inseparable process of teaching and learning. This study describes Filipino and Indonesian high school English teachers’ classroom assessment practices in ELL classes.This study was conducted using a mix method design with 48 Filipino and Indonesian junior high school English teachers as respondents who completed the questionnaire on classroom assessment practices. Twelve respondents participated in an interview and observation to further clarify their practices on classroom assessment. The study found that both Filipino and Indonesian junior high school English teachers used assessment for learning as the main purpose of assessment. The majority of Filipino Junior High school English teachers prepared and made their own assessment, while Indonesian junior high school English teachers used items from published textbooks as their primary sources for constructing assessment items. Both Filipino and Indonesian junior high school English teachers used written comments as their primary method for providing feedback. Total score test and a letter grade were the highest percentage methods for providing a final report for both Filipino and Indonesian junior high school English teachers."
"1641092727-87","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 5, No 2: June 2016","http://ijere.iaescore.com/index.php/IJERE/issue/view/232","Card Games and Algebra Tic Tacmatics on Achievement of Junior Secondary II Students in Algebraic Expressions","http://ijere.iaescore.com/index.php/IJERE/article/view/4527","This study investigated the Card Games and Algebra tic-Tacmatics on Junior Secondary II Students’ Achievement in Algebraic Expressions. Three research questions and three null hypotheses guided the study. The study adopted the pre-test, post-test control group design. A total of two hundred and forty (240) Junior Secondary School II students were used as sample for this study. The experimental group was taught using games while the control group was taught using the conventional (lecture) method. Algebraic Achievement Test (AAT) was used to collect data for this study. AAT was validated by three experts in mathematics education and measurement and evaluation respectively. The reliability index of AAT was 0.79. Mean and standard deviation were used to answer the research questions while ANCOVA was used to test the hypotheses at 0.05 level of significance. The findings of the study showed among others that there was a significant difference between students taught algebraic expressions with games and those taught without games, there was also a significant difference between the achievement of males and females taught algebraic expressions with games and those taught without games in favour of the males."
"1641092994-182","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 7, No 4: December 2018","http://ijere.iaescore.com/index.php/IJERE/issue/view/499","Using Partial Credit Model to Improve the Quality of an Instrument","http://ijere.iaescore.com/index.php/IJERE/article/view/15146","In using the Rasch model to improve the quality of an instrument, analysis purports to determine if the sample collaborates well with the items in the instrument such that the results are measuring a single underlying variable. The relevant properties of Rasch analysis are reliability and validity which are key indicators of the quality of a measurement instrument. This paper discusses the use of one type of Rasch model that is the Partial Credit Model to investigate reliability and validity of an instrument. By removing or changing items in the instrument when conditions of reliability and validity are not met, the quality of the instrument is improved."
"1641094359-678","http://ijere.iaescore.com/index.php/IJERE/issue/archive","Vol 11, No 2: June 2022","http://ijere.iaescore.com/index.php/IJERE/issue/view/564","Determinants of Self-initiated Expatriation. The Paradox of International Faculty Migration to Moroccan Universities","http://ijere.iaescore.com/index.php/IJERE/article/view/22435","This study seeks to highlight key motivational influences for international faculty self-initiated expatriation (SIE) from developed to developing countries. We use the North African country of Morocco as a case illustration. While previous research has focused extensively on south-to-north migration, scant attention has been given to the migration of academic faculty from developed to developing regions despite the increasing level of activity in this area. Against this backdrop, this study provides fresh insights into the push and pulls factors—notably the motivations, expectations, and experiences of faculty who have embarked upon this type of mobility and drawing upon the theoretical lens of SIE. The study revealed that non-economic factors, namely ‘gaining international experience’, ‘raising academic status’ and ‘greater employment opportunities’ are the most important pull factors to migrate while ‘lack of career opportunities’, ‘unsatisfied job’ and ‘underemployment’ are the push factors that influence faculty self-initiated expatriation to Morocco. Our study showed 53.1% overall job satisfaction among expatriates while literature reported unsatisfactory career development and work conditions among local university teachers. Findings attested that expatriate women, in the large majority (89.3%), were unsatisfied with their current job while, on the contrary, men are globally contented (68%). Active local professional network seems to have a significant correlation with expatriate men’s job satisfaction."
